1;Aerinel;0;10;0;20;0;0
1;Carnedil;0;10;0;0;0;0
1;Eldacar;40;0;20;0;0;0
1;Harith;10;10;0;0;0;0
1;Lidmir;30;0;0;0;0;0
1;Magor;0;10;0;20;0;0
1;Marencil;0;10;0;0;0;0
1;Vinyaran;10;0;0;0;0;0
2;Aldarmir;10;0;20;0;0;0
2;Bregor;50;0;20;0;0;0
2;Colran;0;30;0;0;0;0
2;Dreaglin;0;5;10;0;0;0
2;Emard;20;5;10;0;0;0
2;Finod;20;5;0;0;0;0
2;Malscor;20;5;0;0;0;0
2;Tanor;0;0;0;40;0;0
3;Aerlac;30;0;0;0;0;0
3;Ailgrawen;0;20;0;10;0;0
3;Amandiril;30;20;20;0;0;0
3;Bearnad;30;0;0;0;0;0
3;Braccha;0;0;30;10;0;0
3;Dorradan;30;0;0;0;0;0
3;Granhelm;30;10;0;0;0;0
3;Haladan;30;0;10;0;0;0
3;Osric;20;20;0;0;0;0
3;Peredan;20;0;20;0;0;0
3;Sesha Fairn;10;10;10;0;0;0
3;Vidurafin;40;0;40;0;0;0
4;Adunekhor;0;20;10;20;0;0
4;Aendwen;20;0;0;0;0;0
4;Ap-Brigg;10;0;0;20;0;0
4;Ap-Coleen;20;0;0;20;0;0
4;Earlan;10;0;40;0;0;0
4;Eolad;20;0;0;0;0;0
4;Falodan;20;0;0;0;0;0
4;Maremil;20;0;0;0;0;0
4;Thorean;10;20;20;0;0;0
4;Vidustrain;40;0;0;0;0;0
5;Amlach;10;0;0;10;0;0
5;Araphor;20;0;10;10;0;0
5;Argeleb II;40;0;10;0;0;0
5;Bornandil;30;10;10;10;0;0
5;Calanar;20;0;0;10;0;0
5;Calcawe;30;0;10;10;0;0
5;Cornathel;30;10;0;0;0;0
5;Erellont;30;0;0;10;0;0
5;Frianan;0;0;10;20;0;0
5;Malborn II;0;0;0;30;0;0
5;Minasdir;20;0;10;10;0;0
6;Amarion;10;10;10;0;0;0
6;Amroth;60;10;20;20;0;0
6;Arwen;0;20;10;40;0;0
6;Celeborn;30;10;40;30;0;0
6;Ciryon;40;30;10;0;0;0
6;Elrond;20;0;60;60;0;0
6;Galadriel;0;0;50;60;0;0
6;Legolas;0;20;30;10;0;0
11;Castamir;40;0;20;0;0;0
11;Casteher;30;0;10;0;0;0
11;Castirion;20;0;10;0;0;0
11;Daeron;10;0;10;0;0;0
11;Iriel;0;20;0;10;0;0
11;Lothriel;0;0;20;10;0;0
11;Murabeth;0;50;30;0;0;0
11;Targon;10;0;40;0;0;0
11;Telerien;0;0;20;0;0;0
12;Angbor;0;10;0;0;0;0
12;Calimon;30;0;10;0;0;0
12;Caramir;0;20;0;0;0;0
12;Finrod;0;10;0;0;0;0
12;Gilgor;0;10;0;0;0;0
12;Morlaen;20;0;20;0;0;0
12;Sirandir;0;10;10;0;0;0
13;Alandur;30;0;0;0;0;0
13;Borondor;10;0;0;0;0;0
13;Caranthir;20;0;0;0;0;0
13;Ciryang;30;0;0;0;0;0
13;Colfen;0;20;0;40;0;0
13;Coratar;0;10;10;10;0;0
13;Duranil;30;0;0;0;0;0
13;Ecthelion;30;0;0;0;0;0
13;Elendin;30;0;30;0;0;0
13;Heldiriel;10;0;0;20;0;0
13;Saranelda;0;10;0;20;0;0
13;Telemnar;30;0;0;0;0;0
14;Adunaphel;0;10;20;40;0;0
14;Belphegor;10;10;0;10;0;0
14;Carndel Malk;20;0;0;0;0;0
14;Carnion;0;30;0;0;0;0
14;Dormir;0;0;0;30;0;0
14;Hiriel;0;0;10;20;0;0
14;Khoradur;0;0;20;0;0;0
14;Orf Belarak;40;0;0;0;0;0
14;Sen Jerral;30;0;0;0;0;0
14;Tor Artel;30;0;0;0;0;0
14;Zimrakhil;0;0;20;20;0;0
15;Bal Danca;10;0;0;0;0;0
15;Borash Halfhand;10;20;0;0;0;0
15;Gelominast;10;30;0;30;0;0
15;Hort Lenca;0;0;10;0;0;0
15;Hov Narag;20;0;0;10;0;0
15;Kav Maklar;10;0;10;0;0;0
15;Mialavod;20;0;0;0;0;0
15;Ovag Ito;20;0;0;0;0;0
15;Sark Relcha;10;0;0;0;0;0
15;Uvatha;10;20;0;0;0;0
16;Ashnanku;10;0;0;20;0;0
16;Broggha;20;10;0;0;0;0
16;Cynar;30;0;0;0;0;0
16;Gothmog;40;0;0;0;0;0
16;Maksaern;0;0;0;20;0;0
16;Murazor;40;0;0;10;0;0
16;Ricnau;10;0;0;0;0;0
16;Rogrog;30;0;0;0;0;0
16;Seammu;10;0;0;0;0;0
16;Ulrilca;40;0;0;0;0;0
21;Adrazor;0;0;30;0;0;0
21;Aradan;50;0;0;0;0;0
21;Edrahil;0;0;0;40;0;0
21;Giladan;0;0;10;0;0;0
21;Lorin;0;0;0;30;0;0
21;Maeglin;20;0;10;0;0;0
21;Miriel;0;20;10;0;0;0
21;Tirazor;10;0;0;30;0;0
21;Tirion;10;0;0;30;0;0
22;Borin;0;0;30;0;0;0
22;Durin V;20;0;0;0;0;0
22;Dwalin V;10;0;0;0;0;0
22;Fimli;10;30;0;0;0;0
22;Thoran;10;0;0;0;0;0
22;Thrar V;10;0;0;0;0;0
22;Threlin VI;20;0;0;0;0;0
22;Thulin;20;0;0;0;0;0
