0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
1,1,0.8
1,2,0.85
1,3,0.9
1,4,0.95
1,5,1
1,6,1
1,7,0.9
2,1,0.9
2,2,0.95
2,3,1
2,4,1
2,5,1
2,6,1
2,7,0.95
3,1,0.85
3,2,0.9
3,3,0.95
3,4,1
3,5,1
3,6,1
3,7,0.9
4,1,0.75
4,2,0.8
4,3,0.85
4,4,0.95
4,5,1
4,6,1
4,7,1
5,1,0.8
5,2,0.85
5,3,0.95
5,4,1
5,5,1.05
5,6,1
5,7,0.9
11,1,0.8
11,2,0.85
11,3,0.9
11,4,0.95
11,5,1
11,6,0.95
11,7,0.85
12,1,0.9
12,2,0.95
12,3,1
12,4,1.05
12,5,1
12,6,1
12,7,0.9
13,1,0.8
13,2,0.85
13,3,0.9
13,4,0.95
13,5,0.95
13,6,0.9
13,7,0.9
14,1,0.8
14,2,0.85
14,3,0.95
14,4,1
14,5,1
14,6,1
14,7,0.9
15,1,0.8
15,2,0.85
15,3,0.9
15,4,0.95
15,5,1
15,6,1
15,7,0.9
16,1,0.8
16,2,0.85
16,3,0.9
16,4,0.95
16,5,1
16,6,1
16,7,0.9
17,1,0.8
17,2,0.85
17,3,0.9
17,4,0.95
17,5,1
17,6,0.95
17,7,0.95
18,1,0.75
18,2,0.8
18,3,0.95
18,4,0.95
18,5,1
18,6,1
18,7,0.95
19,1,0.75
19,2,0.8
19,3,0.9
19,4,0.95
19,5,1
19,6,1.05
19,7,1
20,1,0.75
20,2,0.8
20,3,0.85
20,4,0.9
20,5,1
20,6,0.9
20,7,0.85
