1,2,1
1,3,1.2
1,4,1
1,5,0.9
1,6,0.95
1,7,0.9
1,8,0.9
2,2,0.8
2,3,0.8
2,4,0.9
2,5,1
2,6,1
2,7,0.8
2,8,1.2
3,2,1
3,3,1.05
3,4,1
3,5,0.9
3,6,0.9
3,7,0.8
3,8,0.8
4,2,1
4,3,1.2
4,4,1
4,5,0.9
4,6,0.9
4,7,0.85
4,8,0.9
5,2,1.05
5,3,1
5,4,1
5,5,0.9
5,6,0.9
5,7,0.85
5,8,0.8
6,2,1.05
6,3,1.05
6,4,0.9
6,5,1.25
6,6,0.95
6,7,0.85
6,8,0.9
11,2,1
11,3,1.1
11,4,1
11,5,0.9
11,6,0.85
11,7,0.85
11,8,0.95
12,2,0.8
12,3,0.9
12,4,0.85
12,5,0.85
12,6,0.8
12,7,0.8
12,8,0.85
13,2,1.2
13,3,1.1
13,4,0.9
13,5,0.85
13,6,0.95
13,7,0.9
13,8,0.8
14,2,1
14,3,0.9
14,4,0.95
14,5,0.85
14,6,1.25
14,7,0.9
14,8,0.95
15,2,1.05
15,3,1.2
15,4,1.1
15,5,0.8
15,6,1.05
15,7,0.85
15,8,0.85
16,2,0.95
16,3,0.95
16,4,1
16,5,0.9
16,6,1
16,7,1
16,8,1.2
21,2,1.05
21,3,1
21,4,0.95
21,5,0.9
21,6,0.95
21,7,0.85
21,8,0.8
22,2,0.95
22,3,1
22,4,1.15
22,5,0.75
22,6,0.9
22,7,0.9
22,8,1.3
